SGR;signallingState;RD5
time;value;status
2019-07-11 05:25:58.000+0200;15;Rot/Gelb
2019-07-11 05:25:59.000+0200;48;Grün
2019-07-11 05:26:30.000+0200;12;Gelb
2019-07-11 05:26:32.000+0200;3;Rot
2019-07-11 05:27:10.000+0200;15;Rot/Gelb
2019-07-11 05:27:11.000+0200;48;Grün
2019-07-11 05:27:45.000+0200;12;Gelb
2019-07-11 05:27:47.000+0200;3;Rot
2019-07-11 05:28:25.000+0200;15;Rot/Gelb
2019-07-11 05:28:26.000+0200;48;Grün
2019-07-11 05:28:55.000+0200;12;Gelb
2019-07-11 05:28:57.000+0200;3;Rot
2019-07-11 05:29:35.000+0200;15;Rot/Gelb
2019-07-11 05:29:36.000+0200;48;Grün
2019-07-11 05:30:06.000+0200;12;Gelb
2019-07-11 05:30:08.000+0200;3;Rot
2019-07-11 05:30:46.000+0200;15;Rot/Gelb
2019-07-11 05:30:47.000+0200;48;Grün
2019-07-11 05:31:18.000+0200;12;Gelb
2019-07-11 05:31:20.000+0200;3;Rot
2019-07-11 05:31:58.000+0200;15;Rot/Gelb
2019-07-11 05:31:59.000+0200;48;Grün
2019-07-11 05:32:30.000+0200;12;Gelb
2019-07-11 05:32:32.000+0200;3;Rot
2019-07-11 05:33:10.000+0200;15;Rot/Gelb
2019-07-11 05:33:11.000+0200;48;Grün
2019-07-11 05:33:42.000+0200;12;Gelb
2019-07-11 05:33:44.000+0200;3;Rot
2019-07-11 05:34:22.000+0200;15;Rot/Gelb
2019-07-11 05:34:23.000+0200;48;Grün
2019-07-11 05:34:54.000+0200;12;Gelb
2019-07-11 05:34:56.000+0200;3;Rot
2019-07-11 05:35:34.000+0200;15;Rot/Gelb
2019-07-11 05:35:35.000+0200;48;Grün
2019-07-11 05:36:06.000+0200;12;Gelb
2019-07-11 05:36:08.000+0200;3;Rot
2019-07-11 05:36:53.000+0200;15;Rot/Gelb
2019-07-11 05:36:54.000+0200;48;Grün
2019-07-11 05:37:18.000+0200;12;Gelb
2019-07-11 05:37:20.000+0200;3;Rot
2019-07-11 05:37:58.000+0200;15;Rot/Gelb
2019-07-11 05:37:59.000+0200;48;Grün
2019-07-11 05:38:30.000+0200;12;Gelb
2019-07-11 05:38:32.000+0200;3;Rot
2019-07-11 05:39:10.000+0200;15;Rot/Gelb
2019-07-11 05:39:11.000+0200;48;Grün
2019-07-11 05:39:42.000+0200;12;Gelb
2019-07-11 05:39:44.000+0200;3;Rot
2019-07-11 05:40:22.000+0200;15;Rot/Gelb
2019-07-11 05:40:23.000+0200;48;Grün
2019-07-11 05:40:54.000+0200;12;Gelb
2019-07-11 05:40:56.000+0200;3;Rot
2019-07-11 05:41:34.000+0200;15;Rot/Gelb
2019-07-11 05:41:35.000+0200;48;Grün
2019-07-11 05:42:06.000+0200;12;Gelb
2019-07-11 05:42:08.000+0200;3;Rot
2019-07-11 05:42:46.000+0200;15;Rot/Gelb
2019-07-11 05:42:47.000+0200;48;Grün
2019-07-11 05:43:18.000+0200;12;Gelb
2019-07-11 05:43:20.000+0200;3;Rot
2019-07-11 05:43:58.000+0200;15;Rot/Gelb
2019-07-11 05:43:59.000+0200;48;Grün
2019-07-11 05:44:30.000+0200;12;Gelb
2019-07-11 05:44:32.000+0200;3;Rot
2019-07-11 05:45:10.000+0200;15;Rot/Gelb
2019-07-11 05:45:11.000+0200;48;Grün
2019-07-11 05:45:44.000+0200;12;Gelb
2019-07-11 05:45:46.000+0200;3;Rot
2019-07-11 05:46:24.000+0200;15;Rot/Gelb
2019-07-11 05:46:25.000+0200;48;Grün
2019-07-11 05:46:55.000+0200;12;Gelb
2019-07-11 05:46:57.000+0200;3;Rot
2019-07-11 05:47:35.000+0200;15;Rot/Gelb
2019-07-11 05:47:36.000+0200;48;Grün
2019-07-11 05:48:06.000+0200;12;Gelb
2019-07-11 05:48:08.000+0200;3;Rot
2019-07-11 05:48:46.000+0200;15;Rot/Gelb
2019-07-11 05:48:47.000+0200;48;Grün
2019-07-11 05:49:18.000+0200;12;Gelb
2019-07-11 05:49:20.000+0200;3;Rot
2019-07-11 05:49:58.000+0200;15;Rot/Gelb
2019-07-11 05:49:59.000+0200;48;Grün
2019-07-11 05:50:31.000+0200;12;Gelb
2019-07-11 05:50:33.000+0200;3;Rot
2019-07-11 05:51:11.000+0200;15;Rot/Gelb
2019-07-11 05:51:12.000+0200;48;Grün
2019-07-11 05:51:49.000+0200;12;Gelb
2019-07-11 05:51:51.000+0200;3;Rot
2019-07-11 05:52:29.000+0200;15;Rot/Gelb
2019-07-11 05:52:30.000+0200;48;Grün
2019-07-11 05:52:57.000+0200;12;Gelb
2019-07-11 05:52:59.000+0200;3;Rot
2019-07-11 05:53:37.000+0200;15;Rot/Gelb
2019-07-11 05:53:38.000+0200;48;Grün
2019-07-11 05:54:07.000+0200;12;Gelb
2019-07-11 05:54:09.000+0200;3;Rot
2019-07-11 05:54:48.000+0200;15;Rot/Gelb
2019-07-11 05:54:49.000+0200;48;Grün
2019-07-11 05:55:18.000+0200;12;Gelb
2019-07-11 05:55:20.000+0200;3;Rot
2019-07-11 05:55:58.000+0200;15;Rot/Gelb
2019-07-11 05:55:59.000+0200;48;Grün
2019-07-11 05:56:34.000+0200;12;Gelb
2019-07-11 05:56:36.000+0200;3;Rot
2019-07-11 05:57:14.000+0200;15;Rot/Gelb
2019-07-11 05:57:15.000+0200;48;Grün
2019-07-11 05:57:46.000+0200;12;Gelb
2019-07-11 05:57:48.000+0200;3;Rot
2019-07-11 05:58:26.000+0200;15;Rot/Gelb
2019-07-11 05:58:27.000+0200;48;Grün
2019-07-11 05:58:54.000+0200;12;Gelb
2019-07-11 05:58:56.000+0200;3;Rot
2019-07-11 05:59:34.000+0200;15;Rot/Gelb
2019-07-11 05:59:35.000+0200;48;Grün
2019-07-11 06:00:55.000+0200;12;Gelb
2019-07-11 06:00:57.000+0200;3;Rot
2019-07-11 06:01:35.000+0200;15;Rot/Gelb
2019-07-11 06:01:36.000+0200;48;Grün
2019-07-11 06:02:48.000+0200;12;Gelb
2019-07-11 06:02:50.000+0200;3;Rot
2019-07-11 06:03:28.000+0200;15;Rot/Gelb
2019-07-11 06:03:29.000+0200;48;Grün
2019-07-11 06:04:18.000+0200;12;Gelb
2019-07-11 06:04:20.000+0200;3;Rot
2019-07-11 06:04:58.000+0200;15;Rot/Gelb
2019-07-11 06:04:59.000+0200;48;Grün
2019-07-11 06:05:48.000+0200;12;Gelb
2019-07-11 06:05:50.000+0200;3;Rot
2019-07-11 06:06:28.000+0200;15;Rot/Gelb
2019-07-11 06:06:29.000+0200;48;Grün
2019-07-11 06:07:18.000+0200;12;Gelb
2019-07-11 06:07:20.000+0200;3;Rot
2019-07-11 06:07:58.000+0200;15;Rot/Gelb
2019-07-11 06:07:59.000+0200;48;Grün
2019-07-11 06:08:56.000+0200;12;Gelb
2019-07-11 06:08:58.000+0200;3;Rot
2019-07-11 06:09:36.000+0200;15;Rot/Gelb
2019-07-11 06:09:37.000+0200;48;Grün
2019-07-11 06:10:18.000+0200;12;Gelb
2019-07-11 06:10:20.000+0200;3;Rot
2019-07-11 06:10:58.000+0200;15;Rot/Gelb
2019-07-11 06:10:59.000+0200;48;Grün
2019-07-11 06:11:48.000+0200;12;Gelb
2019-07-11 06:11:50.000+0200;3;Rot
2019-07-11 06:12:28.000+0200;15;Rot/Gelb
2019-07-11 06:12:29.000+0200;48;Grün
2019-07-11 06:13:20.000+0200;12;Gelb
2019-07-11 06:13:22.000+0200;3;Rot
2019-07-11 06:14:00.000+0200;15;Rot/Gelb
2019-07-11 06:14:01.000+0200;48;Grün
2019-07-11 06:14:52.000+0200;12;Gelb
2019-07-11 06:14:54.000+0200;3;Rot
2019-07-11 06:15:32.000+0200;15;Rot/Gelb
2019-07-11 06:15:33.000+0200;48;Grün
2019-07-11 06:16:13.000+0200;12;Gelb
2019-07-11 06:16:15.000+0200;3;Rot
2019-07-11 06:16:53.000+0200;15;Rot/Gelb
2019-07-11 06:16:54.000+0200;48;Grün
2019-07-11 06:17:51.000+0200;12;Gelb
2019-07-11 06:17:53.000+0200;3;Rot
2019-07-11 06:18:31.000+0200;15;Rot/Gelb
2019-07-11 06:18:32.000+0200;48;Grün
2019-07-11 06:19:20.000+0200;12;Gelb
2019-07-11 06:19:22.000+0200;3;Rot
2019-07-11 06:20:00.000+0200;15;Rot/Gelb
2019-07-11 06:20:01.000+0200;48;Grün
2019-07-11 06:20:48.000+0200;12;Gelb
2019-07-11 06:20:50.000+0200;3;Rot
2019-07-11 06:21:28.000+0200;15;Rot/Gelb
2019-07-11 06:21:29.000+0200;48;Grün
2019-07-11 06:22:26.000+0200;12;Gelb
2019-07-11 06:22:28.000+0200;3;Rot
2019-07-11 06:23:06.000+0200;15;Rot/Gelb
2019-07-11 06:23:07.000+0200;48;Grün
2019-07-11 06:23:48.000+0200;12;Gelb
2019-07-11 06:23:50.000+0200;3;Rot
2019-07-11 06:24:28.000+0200;15;Rot/Gelb
2019-07-11 06:24:29.000+0200;48;Grün
2019-07-11 06:25:18.000+0200;12;Gelb
2019-07-11 06:25:20.000+0200;3;Rot
2019-07-11 06:25:58.000+0200;15;Rot/Gelb
2019-07-11 06:25:59.000+0200;48;Grün
2019-07-11 06:26:48.000+0200;12;Gelb
2019-07-11 06:26:50.000+0200;3;Rot
2019-07-11 06:27:28.000+0200;15;Rot/Gelb
2019-07-11 06:27:29.000+0200;48;Grün
2019-07-11 06:28:24.000+0200;12;Gelb
2019-07-11 06:28:26.000+0200;3;Rot
2019-07-11 06:29:04.000+0200;15;Rot/Gelb
2019-07-11 06:29:05.000+0200;48;Grün
2019-07-11 06:29:56.000+0200;12;Gelb
2019-07-11 06:29:58.000+0200;3;Rot
2019-07-11 06:30:36.000+0200;15;Rot/Gelb
2019-07-11 06:30:37.000+0200;48;Grün
2019-07-11 06:31:18.000+0200;12;Gelb
2019-07-11 06:31:20.000+0200;3;Rot
2019-07-11 06:32:00.000+0200;15;Rot/Gelb
2019-07-11 06:32:01.000+0200;48;Grün
2019-07-11 06:32:43.000+0200;12;Gelb
2019-07-11 06:32:45.000+0200;3;Rot
2019-07-11 06:33:23.000+0200;15;Rot/Gelb
2019-07-11 06:33:24.000+0200;48;Grün
2019-07-11 06:34:18.000+0200;12;Gelb
2019-07-11 06:34:20.000+0200;3;Rot
2019-07-11 06:34:59.000+0200;15;Rot/Gelb
2019-07-11 06:35:00.000+0200;48;Grün
2019-07-11 06:35:50.000+0200;12;Gelb
2019-07-11 06:35:52.000+0200;3;Rot
2019-07-11 06:36:30.000+0200;15;Rot/Gelb
2019-07-11 06:36:31.000+0200;48;Grün
2019-07-11 06:37:18.000+0200;12;Gelb
2019-07-11 06:37:20.000+0200;3;Rot
2019-07-11 06:37:58.000+0200;15;Rot/Gelb
2019-07-11 06:37:59.000+0200;48;Grün
2019-07-11 06:38:55.000+0200;12;Gelb
2019-07-11 06:38:57.000+0200;3;Rot
2019-07-11 06:39:35.000+0200;15;Rot/Gelb
2019-07-11 06:39:36.000+0200;48;Grün
2019-07-11 06:40:26.000+0200;12;Gelb
2019-07-11 06:40:28.000+0200;3;Rot
2019-07-11 06:41:06.000+0200;15;Rot/Gelb
2019-07-11 06:41:07.000+0200;48;Grün
2019-07-11 06:41:57.000+0200;12;Gelb
2019-07-11 06:41:59.000+0200;3;Rot
2019-07-11 06:42:37.000+0200;15;Rot/Gelb
2019-07-11 06:42:38.000+0200;48;Grün
2019-07-11 06:43:26.000+0200;12;Gelb
2019-07-11 06:43:28.000+0200;3;Rot
2019-07-11 06:44:06.000+0200;15;Rot/Gelb
2019-07-11 06:44:07.000+0200;48;Grün
2019-07-11 06:44:48.000+0200;12;Gelb
2019-07-11 06:44:50.000+0200;3;Rot
2019-07-11 06:45:28.000+0200;15;Rot/Gelb
2019-07-11 06:45:29.000+0200;48;Grün
2019-07-11 06:46:18.000+0200;12;Gelb
2019-07-11 06:46:20.000+0200;3;Rot
2019-07-11 06:46:58.000+0200;15;Rot/Gelb
2019-07-11 06:46:59.000+0200;48;Grün
2019-07-11 06:47:48.000+0200;12;Gelb
2019-07-11 06:47:50.000+0200;3;Rot
2019-07-11 06:48:28.000+0200;15;Rot/Gelb
2019-07-11 06:48:29.000+0200;48;Grün
2019-07-11 06:49:18.000+0200;12;Gelb
2019-07-11 06:49:20.000+0200;3;Rot
2019-07-11 06:49:58.000+0200;15;Rot/Gelb
2019-07-11 06:49:59.000+0200;48;Grün
2019-07-11 06:50:56.000+0200;12;Gelb
2019-07-11 06:50:58.000+0200;3;Rot
2019-07-11 06:51:36.000+0200;15;Rot/Gelb
2019-07-11 06:51:37.000+0200;48;Grün
2019-07-11 06:52:24.000+0200;12;Gelb
2019-07-11 06:52:26.000+0200;3;Rot
2019-07-11 06:53:06.000+0200;15;Rot/Gelb
2019-07-11 06:53:07.000+0200;48;Grün
2019-07-11 06:53:48.000+0200;12;Gelb
2019-07-11 06:53:50.000+0200;3;Rot
2019-07-11 06:54:34.000+0200;15;Rot/Gelb
2019-07-11 06:54:35.000+0200;48;Grün
2019-07-11 06:55:26.000+0200;12;Gelb
2019-07-11 06:55:28.000+0200;3;Rot
2019-07-11 06:56:06.000+0200;15;Rot/Gelb
2019-07-11 06:56:07.000+0200;48;Grün
2019-07-11 06:56:56.000+0200;12;Gelb
2019-07-11 06:56:58.000+0200;3;Rot
2019-07-11 06:57:36.000+0200;15;Rot/Gelb
2019-07-11 06:57:37.000+0200;48;Grün
2019-07-11 06:58:18.000+0200;12;Gelb
2019-07-11 06:58:20.000+0200;3;Rot
2019-07-11 06:58:58.000+0200;15;Rot/Gelb
2019-07-11 06:58:59.000+0200;48;Grün
2019-07-11 06:59:48.000+0200;12;Gelb
2019-07-11 06:59:50.000+0200;3;Rot
2019-07-11 07:00:28.000+0200;15;Rot/Gelb
2019-07-11 07:00:29.000+0200;48;Grün
2019-07-11 07:01:18.000+0200;12;Gelb
2019-07-11 07:01:20.000+0200;3;Rot
2019-07-11 07:02:00.000+0200;15;Rot/Gelb
2019-07-11 07:02:01.000+0200;48;Grün
2019-07-11 07:02:56.000+0200;12;Gelb
2019-07-11 07:02:58.000+0200;3;Rot
2019-07-11 07:03:36.000+0200;15;Rot/Gelb
2019-07-11 07:03:37.000+0200;48;Grün
2019-07-11 07:04:19.000+0200;12;Gelb
2019-07-11 07:04:21.000+0200;3;Rot
2019-07-11 07:04:59.000+0200;15;Rot/Gelb
2019-07-11 07:05:00.000+0200;48;Grün
2019-07-11 07:05:56.000+0200;12;Gelb
2019-07-11 07:05:58.000+0200;3;Rot
2019-07-11 07:06:36.000+0200;15;Rot/Gelb
2019-07-11 07:06:37.000+0200;48;Grün
2019-07-11 07:07:24.000+0200;12;Gelb
2019-07-11 07:07:26.000+0200;3;Rot
2019-07-11 07:08:04.000+0200;15;Rot/Gelb
2019-07-11 07:08:05.000+0200;48;Grün
2019-07-11 07:08:51.000+0200;12;Gelb
2019-07-11 07:08:53.000+0200;3;Rot
2019-07-11 07:09:34.000+0200;15;Rot/Gelb
2019-07-11 07:09:35.000+0200;48;Grün
2019-07-11 07:10:25.000+0200;12;Gelb
2019-07-11 07:10:27.000+0200;3;Rot
2019-07-11 07:11:05.000+0200;15;Rot/Gelb
2019-07-11 07:11:06.000+0200;48;Grün
2019-07-11 07:11:56.000+0200;12;Gelb
2019-07-11 07:11:58.000+0200;3;Rot
2019-07-11 07:12:36.000+0200;15;Rot/Gelb
2019-07-11 07:12:37.000+0200;48;Grün
2019-07-11 07:13:26.000+0200;12;Gelb
2019-07-11 07:13:28.000+0200;3;Rot
2019-07-11 07:14:06.000+0200;15;Rot/Gelb
2019-07-11 07:14:07.000+0200;48;Grün
2019-07-11 07:14:56.000+0200;12;Gelb
2019-07-11 07:14:58.000+0200;3;Rot
2019-07-11 07:15:36.000+0200;15;Rot/Gelb
2019-07-11 07:15:37.000+0200;48;Grün
2019-07-11 07:16:26.000+0200;12;Gelb
2019-07-11 07:16:28.000+0200;3;Rot
2019-07-11 07:17:06.000+0200;15;Rot/Gelb
2019-07-11 07:17:07.000+0200;48;Grün
2019-07-11 07:17:56.000+0200;12;Gelb
2019-07-11 07:17:58.000+0200;3;Rot
2019-07-11 07:18:36.000+0200;15;Rot/Gelb
2019-07-11 07:18:37.000+0200;48;Grün
2019-07-11 07:19:18.000+0200;12;Gelb
2019-07-11 07:19:20.000+0200;3;Rot
2019-07-11 07:20:03.000+0200;15;Rot/Gelb
2019-07-11 07:20:04.000+0200;48;Grün
2019-07-11 07:20:56.000+0200;12;Gelb
2019-07-11 07:20:58.000+0200;3;Rot
2019-07-11 07:21:36.000+0200;15;Rot/Gelb
2019-07-11 07:21:37.000+0200;48;Grün
2019-07-11 07:22:22.000+0200;12;Gelb
2019-07-11 07:22:24.000+0200;3;Rot
2019-07-11 07:23:02.000+0200;15;Rot/Gelb
2019-07-11 07:23:03.000+0200;48;Grün
2019-07-11 07:23:43.000+0200;12;Gelb
2019-07-11 07:23:45.000+0200;3;Rot
2019-07-11 07:24:23.000+0200;15;Rot/Gelb
2019-07-11 07:24:24.000+0200;48;Grün
2019-07-11 07:25:22.000+0200;12;Gelb
2019-07-11 07:25:24.000+0200;3;Rot
2019-07-11 07:26:02.000+0200;15;Rot/Gelb
2019-07-11 07:26:03.000+0200;48;Grün
2019-07-11 07:26:56.000+0200;12;Gelb
2019-07-11 07:26:58.000+0200;3;Rot
2019-07-11 07:27:36.000+0200;15;Rot/Gelb
2019-07-11 07:27:37.000+0200;48;Grün
2019-07-11 07:28:19.000+0200;12;Gelb
2019-07-11 07:28:21.000+0200;3;Rot
2019-07-11 07:28:59.000+0200;15;Rot/Gelb
2019-07-11 07:29:00.000+0200;48;Grün
2019-07-11 07:29:48.000+0200;12;Gelb
2019-07-11 07:29:50.000+0200;3;Rot
2019-07-11 07:30:31.000+0200;15;Rot/Gelb
2019-07-11 07:30:32.000+0200;48;Grün
2019-07-11 07:31:18.000+0200;12;Gelb
2019-07-11 07:31:20.000+0200;3;Rot
2019-07-11 07:32:06.000+0200;15;Rot/Gelb
2019-07-11 07:32:07.000+0200;48;Grün
2019-07-11 07:32:55.000+0200;12;Gelb
2019-07-11 07:32:57.000+0200;3;Rot
2019-07-11 07:33:36.000+0200;15;Rot/Gelb
2019-07-11 07:33:37.000+0200;48;Grün
2019-07-11 07:34:26.000+0200;12;Gelb
2019-07-11 07:34:28.000+0200;3;Rot
2019-07-11 07:35:06.000+0200;15;Rot/Gelb
2019-07-11 07:35:07.000+0200;48;Grün
2019-07-11 07:35:48.000+0200;12;Gelb
2019-07-11 07:35:50.000+0200;3;Rot
2019-07-11 07:36:36.000+0200;15;Rot/Gelb
2019-07-11 07:36:37.000+0200;48;Grün
2019-07-11 07:37:13.000+0200;12;Gelb
2019-07-11 07:37:15.000+0200;3;Rot
2019-07-11 07:37:55.000+0200;15;Rot/Gelb
2019-07-11 07:37:56.000+0200;48;Grün
2019-07-11 07:38:49.000+0200;12;Gelb
2019-07-11 07:38:51.000+0200;3;Rot
2019-07-11 07:39:36.000+0200;15;Rot/Gelb
2019-07-11 07:39:37.000+0200;48;Grün
2019-07-11 07:40:26.000+0200;12;Gelb
2019-07-11 07:40:28.000+0200;3;Rot
2019-07-11 07:41:06.000+0200;15;Rot/Gelb
2019-07-11 07:41:07.000+0200;48;Grün
2019-07-11 07:41:53.000+0200;12;Gelb
2019-07-11 07:41:55.000+0200;3;Rot
2019-07-11 07:42:36.000+0200;15;Rot/Gelb
2019-07-11 07:42:37.000+0200;48;Grün
2019-07-11 07:43:21.000+0200;12;Gelb
2019-07-11 07:43:23.000+0200;3;Rot
2019-07-11 07:44:01.000+0200;15;Rot/Gelb
2019-07-11 07:44:02.000+0200;48;Grün
2019-07-11 07:44:55.000+0200;12;Gelb
2019-07-11 07:44:57.000+0200;3;Rot
2019-07-11 07:45:36.000+0200;15;Rot/Gelb
2019-07-11 07:45:37.000+0200;48;Grün
2019-07-11 07:46:22.000+0200;12;Gelb
2019-07-11 07:46:24.000+0200;3;Rot
2019-07-11 07:47:06.000+0200;15;Rot/Gelb
2019-07-11 07:47:07.000+0200;48;Grün
2019-07-11 07:47:56.000+0200;12;Gelb
2019-07-11 07:47:58.000+0200;3;Rot
2019-07-11 07:48:36.000+0200;15;Rot/Gelb
2019-07-11 07:48:37.000+0200;48;Grün
2019-07-11 07:49:26.000+0200;12;Gelb
2019-07-11 07:49:28.000+0200;3;Rot
2019-07-11 07:50:06.000+0200;15;Rot/Gelb
2019-07-11 07:50:07.000+0200;48;Grün
2019-07-11 07:50:50.000+0200;12;Gelb
2019-07-11 07:50:52.000+0200;3;Rot
2019-07-11 07:51:30.000+0200;15;Rot/Gelb
2019-07-11 07:51:31.000+0200;48;Grün
2019-07-11 07:52:26.000+0200;12;Gelb
2019-07-11 07:52:28.000+0200;3;Rot
2019-07-11 07:53:06.000+0200;15;Rot/Gelb
2019-07-11 07:53:07.000+0200;48;Grün
2019-07-11 07:53:56.000+0200;12;Gelb
2019-07-11 07:53:58.000+0200;3;Rot
2019-07-11 07:54:36.000+0200;15;Rot/Gelb
2019-07-11 07:54:37.000+0200;48;Grün
2019-07-11 07:55:26.000+0200;12;Gelb
2019-07-11 07:55:28.000+0200;3;Rot
2019-07-11 07:56:06.000+0200;15;Rot/Gelb
2019-07-11 07:56:07.000+0200;48;Grün
2019-07-11 07:56:48.000+0200;12;Gelb
2019-07-11 07:56:50.000+0200;3;Rot
2019-07-11 07:57:36.000+0200;15;Rot/Gelb
2019-07-11 07:57:37.000+0200;48;Grün
2019-07-11 07:58:26.000+0200;12;Gelb
2019-07-11 07:58:28.000+0200;3;Rot
2019-07-11 07:59:06.000+0200;15;Rot/Gelb
2019-07-11 07:59:07.000+0200;48;Grün
2019-07-11 07:59:43.000+0200;12;Gelb
2019-07-11 07:59:45.000+0200;3;Rot
2019-07-11 08:00:36.000+0200;15;Rot/Gelb
2019-07-11 08:00:37.000+0200;48;Grün
2019-07-11 08:01:26.000+0200;12;Gelb
2019-07-11 08:01:28.000+0200;3;Rot
2019-07-11 08:02:17.000+0200;15;Rot/Gelb
2019-07-11 08:02:18.000+0200;48;Grün
2019-07-11 08:02:43.000+0200;12;Gelb
2019-07-11 08:02:45.000+0200;3;Rot
2019-07-11 08:03:23.000+0200;15;Rot/Gelb
2019-07-11 08:03:24.000+0200;48;Grün
2019-07-11 08:04:26.000+0200;12;Gelb
2019-07-11 08:04:28.000+0200;3;Rot
2019-07-11 08:05:06.000+0200;15;Rot/Gelb
2019-07-11 08:05:07.000+0200;48;Grün
2019-07-11 08:05:49.000+0200;12;Gelb
2019-07-11 08:05:51.000+0200;3;Rot
2019-07-11 08:06:29.000+0200;15;Rot/Gelb
2019-07-11 08:06:30.000+0200;48;Grün
2019-07-11 08:07:26.000+0200;12;Gelb
2019-07-11 08:07:28.000+0200;3;Rot
2019-07-11 08:08:06.000+0200;15;Rot/Gelb
2019-07-11 08:08:07.000+0200;48;Grün
2019-07-11 08:08:56.000+0200;12;Gelb
2019-07-11 08:08:58.000+0200;3;Rot
2019-07-11 08:09:36.000+0200;15;Rot/Gelb
2019-07-11 08:09:37.000+0200;48;Grün
2019-07-11 08:10:26.000+0200;12;Gelb
2019-07-11 08:10:28.000+0200;3;Rot
2019-07-11 08:11:06.000+0200;15;Rot/Gelb
2019-07-11 08:11:07.000+0200;48;Grün
2019-07-11 08:11:56.000+0200;12;Gelb
2019-07-11 08:11:58.000+0200;3;Rot
2019-07-11 08:12:36.000+0200;15;Rot/Gelb
2019-07-11 08:12:37.000+0200;48;Grün
2019-07-11 08:13:26.000+0200;12;Gelb
2019-07-11 08:13:28.000+0200;3;Rot
2019-07-11 08:14:06.000+0200;15;Rot/Gelb
2019-07-11 08:14:07.000+0200;48;Grün
2019-07-11 08:14:56.000+0200;12;Gelb
2019-07-11 08:14:58.000+0200;3;Rot
2019-07-11 08:15:46.000+0200;15;Rot/Gelb
2019-07-11 08:15:47.000+0200;48;Grün
2019-07-11 08:16:26.000+0200;12;Gelb
2019-07-11 08:16:28.000+0200;3;Rot
2019-07-11 08:17:06.000+0200;15;Rot/Gelb
2019-07-11 08:17:07.000+0200;48;Grün
2019-07-11 08:17:56.000+0200;12;Gelb
2019-07-11 08:17:58.000+0200;3;Rot
2019-07-11 08:18:36.000+0200;15;Rot/Gelb
2019-07-11 08:18:37.000+0200;48;Grün
2019-07-11 08:19:26.000+0200;12;Gelb
2019-07-11 08:19:28.000+0200;3;Rot
2019-07-11 08:20:06.000+0200;15;Rot/Gelb
2019-07-11 08:20:07.000+0200;48;Grün
2019-07-11 08:20:56.000+0200;12;Gelb
2019-07-11 08:20:58.000+0200;3;Rot
2019-07-11 08:21:36.000+0200;15;Rot/Gelb
2019-07-11 08:21:37.000+0200;48;Grün
2019-07-11 08:22:13.000+0200;12;Gelb
2019-07-11 08:22:15.000+0200;3;Rot
2019-07-11 08:22:53.000+0200;15;Rot/Gelb
2019-07-11 08:22:54.000+0200;48;Grün
2019-07-11 08:23:56.000+0200;12;Gelb
2019-07-11 08:23:58.000+0200;3;Rot
2019-07-11 08:24:36.000+0200;15;Rot/Gelb
2019-07-11 08:24:37.000+0200;48;Grün
2019-07-11 08:25:26.000+0200;12;Gelb
2019-07-11 08:25:28.000+0200;3;Rot
2019-07-11 08:26:06.000+0200;15;Rot/Gelb
2019-07-11 08:26:07.000+0200;48;Grün
2019-07-11 08:26:56.000+0200;12;Gelb
2019-07-11 08:26:58.000+0200;3;Rot
2019-07-11 08:27:36.000+0200;15;Rot/Gelb
2019-07-11 08:27:37.000+0200;48;Grün
2019-07-11 08:28:26.000+0200;12;Gelb
2019-07-11 08:28:28.000+0200;3;Rot
2019-07-11 08:29:06.000+0200;15;Rot/Gelb
2019-07-11 08:29:07.000+0200;48;Grün
2019-07-11 08:29:53.000+0200;12;Gelb
2019-07-11 08:29:55.000+0200;3;Rot
2019-07-11 08:30:33.000+0200;15;Rot/Gelb
2019-07-11 08:30:34.000+0200;48;Grün
2019-07-11 08:31:26.000+0200;12;Gelb
2019-07-11 08:31:28.000+0200;3;Rot
2019-07-11 08:32:06.000+0200;15;Rot/Gelb
2019-07-11 08:32:07.000+0200;48;Grün
2019-07-11 08:32:56.000+0200;12;Gelb
2019-07-11 08:32:58.000+0200;3;Rot
2019-07-11 08:33:36.000+0200;15;Rot/Gelb
2019-07-11 08:33:37.000+0200;48;Grün
2019-07-11 08:34:26.000+0200;12;Gelb
2019-07-11 08:34:28.000+0200;3;Rot
2019-07-11 08:35:06.000+0200;15;Rot/Gelb
2019-07-11 08:35:07.000+0200;48;Grün
2019-07-11 08:35:51.000+0200;12;Gelb
2019-07-11 08:35:53.000+0200;3;Rot
2019-07-11 08:36:36.000+0200;15;Rot/Gelb
2019-07-11 08:36:37.000+0200;48;Grün
2019-07-11 08:37:26.000+0200;12;Gelb
2019-07-11 08:37:28.000+0200;3;Rot
2019-07-11 08:38:06.000+0200;15;Rot/Gelb
2019-07-11 08:38:07.000+0200;48;Grün
2019-07-11 08:38:48.000+0200;12;Gelb
2019-07-11 08:38:50.000+0200;3;Rot
2019-07-11 08:39:36.000+0200;15;Rot/Gelb
2019-07-11 08:39:37.000+0200;48;Grün
2019-07-11 08:40:26.000+0200;12;Gelb
2019-07-11 08:40:28.000+0200;3;Rot
2019-07-11 08:41:06.000+0200;15;Rot/Gelb
2019-07-11 08:41:07.000+0200;48;Grün
2019-07-11 08:41:56.000+0200;12;Gelb
2019-07-11 08:41:58.000+0200;3;Rot
2019-07-11 08:42:36.000+0200;15;Rot/Gelb
2019-07-11 08:42:37.000+0200;48;Grün
2019-07-11 08:43:22.000+0200;12;Gelb
2019-07-11 08:43:24.000+0200;3;Rot
